home_team,away_team,season,prediction,prediction_letter,prob_home,prob_draw,prob_away
Tottenham Hotspur,AFC Bournemouth,2017-2018,Home,H,0.6612769961357117,0.19918860495090485,0.1395343840122223
Tottenham Hotspur,Leicester City,2017-2018,Home,H,0.6911238431930542,0.17833755910396576,0.13053864240646362
Tottenham Hotspur,Manchester United,2017-2018,Home,H,0.5322503447532654,0.26639896631240845,0.20135067403316498
Tottenham Hotspur,Burnley,2017-2018,Home,H,0.6889246702194214,0.1869337558746338,0.12414153665304184
Tottenham Hotspur,Brighton and Hove Albion,2017-2018,Home,H,0.7095569372177124,0.1750161498785019,0.11542689800262451
Tottenham Hotspur,Manchester City,2017-2018,Home,H,0.4372962713241577,0.2872016727924347,0.2755020558834076
Tottenham Hotspur,Everton,2017-2018,Home,H,0.6158559918403625,0.22379180788993835,0.1603522151708603
Tottenham Hotspur,West Bromwich Albion,2017-2018,Home,H,0.703698992729187,0.177413210272789,0.11888778954744339
Tottenham Hotspur,Huddersfield Town,2017-2018,Home,H,0.7095569372177124,0.1750161498785019,0.11542689800262451
Tottenham Hotspur,Newcastle United,2017-2018,Home,H,0.6916868686676025,0.1802738755941391,0.12803930044174194
Tottenham Hotspur,Arsenal,2017-2018,Home,H,0.5033547282218933,0.2991184890270233,0.19752682745456696
Tottenham Hotspur,Swansea City,2017-2018,Home,H,0.6793844103813171,0.19348187744617462,0.12713375687599182
Tottenham Hotspur,Liverpool,2017-2018,Home,H,0.4540174901485443,0.29528602957725525,0.2506965100765228
Tottenham Hotspur,Chelsea,2017-2018,Home,H,0.5194702744483948,0.27775636315345764,0.202773317694664
Tottenham Hotspur,Crystal Palace,2017-2018,Home,H,0.6786006689071655,0.17766042053699493,0.14373886585235596
Tottenham Hotspur,Southampton,2017-2018,Home,H,0.6053271293640137,0.21213065087795258,0.18254216015338898
Tottenham Hotspur,West Ham United,2017-2018,Home,H,0.6864802837371826,0.1869274228811264,0.12659232318401337
Tottenham Hotspur,Stoke City,2017-2018,Home,H,0.6790676116943359,0.18829433619976044,0.13263799250125885
Chelsea,Watford,2017-2018,Home,H,0.6371543407440186,0.22441019117832184,0.1384355127811432
Chelsea,AFC Bournemouth,2017-2018,Home,H,0.567726194858551,0.26663443446159363,0.16563929617404938
Chelsea,Leicester City,2017-2018,Home,H,0.610812246799469,0.22616906464099884,0.16301865875720978
Chelsea,Manchester United,2017-2018,Home,H,0.4392101764678955,0.2983110845088959,0.262478768825531
Chelsea,Burnley,2017-2018,Home,H,0.6704849600791931,0.19006237387657166,0.13945269584655762
Chelsea,Brighton and Hove Albion,2017-2018,Home,H,0.69355708360672,0.17772211134433746,0.12872084975242615
Chelsea,Manchester City,2017-2018,Away,A,0.3650059103965759,0.26661524176597595,0.3683789074420929
Chelsea,Everton,2017-2018,Home,H,0.5357284545898438,0.280829519033432,0.18344201147556305
Chelsea,West Bromwich Albion,2017-2018,Home,H,0.6736966967582703,0.19105175137519836,0.1352515071630478
Chelsea,Huddersfield Town,2017-2018,Home,H,0.69355708360672,0.17772211134433746,0.12872084975242615
Chelsea,Newcastle United,2017-2018,Home,H,0.6049893498420715,0.25356340408325195,0.1414472758769989
Chelsea,Arsenal,2017-2018,Home,H,0.4122409224510193,0.29527461528778076,0.29248446226119995
Chelsea,Swansea City,2017-2018,Home,H,0.5974161624908447,0.24582885205745697,0.1567550003528595
Chelsea,Liverpool,2017-2018,Home,H,0.357535183429718,0.2856386601924896,0.35682612657546997
Chelsea,Tottenham Hotspur,2017-2018,Home,H,0.39091354608535767,0.31732437014579773,0.2917621433734894
Chelsea,Crystal Palace,2017-2018,Home,H,0.607154130935669,0.20758670568466187,0.18525919318199158
Chelsea,Southampton,2017-2018,Home,H,0.5099126100540161,0.26552271842956543,0.22456462681293488
Chelsea,West Ham United,2017-2018,Home,H,0.610457181930542,0.2406504899263382,0.1488923281431198
Chelsea,Stoke City,2017-2018,Home,H,0.619225263595581,0.22598178684711456,0.15479294955730438
Crystal Palace,Watford,2017-2018,Home,H,0.44493114948272705,0.2997925579547882,0.25527629256248474
Crystal Palace,AFC Bournemouth,2017-2018,Home,H,0.3898914158344269,0.26782462000846863,0.3422839641571045
Crystal Palace,Leicester City,2017-2018,Home,H,0.4219219386577606,0.29429060220718384,0.28378745913505554
Crystal Palace,Manchester United,2017-2018,Away,A,0.26617828011512756,0.23232907056808472,0.5014926195144653
Crystal Palace,Burnley,2017-2018,Home,H,0.4332820773124695,0.31252723932266235,0.25419068336486816
Crystal Palace,Brighton and Hove Albion,2017-2018,Home,H,0.5331429839134216,0.2210002988576889,0.24585676193237305
Crystal Palace,Manchester City,2017-2018,Away,A,0.22543156147003174,0.24330832064151764,0.5312601327896118
Crystal Palace,Everton,2017-2018,Away,A,0.3509218096733093,0.27040618658065796,0.3786720037460327
Crystal Palace,West Bromwich Albion,2017-2018,Home,H,0.44248026609420776,0.30538469552993774,0.25213509798049927
Crystal Palace,Huddersfield Town,2017-2018,Home,H,0.5331429839134216,0.2210002988576889,0.24585676193237305
Crystal Palace,Newcastle United,2017-2018,Home,H,0.4296052157878876,0.2981811463832855,0.2722136080265045
Crystal Palace,Arsenal,2017-2018,Away,A,0.23998256027698517,0.23402974009513855,0.5259876847267151
Crystal Palace,Swansea City,2017-2018,Home,H,0.42747366428375244,0.27636268734931946,0.2961637079715729
Crystal Palace,Liverpool,2017-2018,Away,A,0.22993770241737366,0.22831861674785614,0.5417436361312866
Crystal Palace,Tottenham Hotspur,2017-2018,Away,A,0.22821103036403656,0.2384534329175949,0.5333355665206909
Crystal Palace,Chelsea,2017-2018,Away,A,0.2536187171936035,0.23266299068927765,0.51371830701828
Crystal Palace,Southampton,2017-2018,Away,A,0.34318554401397705,0.2656921446323395,0.39112234115600586
Crystal Palace,West Ham United,2017-2018,Home,H,0.43348991870880127,0.2800314128398895,0.2864786386489868
Crystal Palace,Stoke City,2017-2018,Home,H,0.4167135953903198,0.30051741003990173,0.28276899456977844
Southampton,Watford,2017-2018,Home,H,0.526694655418396,0.280513197183609,0.192792147397995
Southampton,AFC Bournemouth,2017-2018,Home,H,0.46595683693885803,0.2887292206287384,0.24531394243240356
Southampton,Leicester City,2017-2018,Home,H,0.48027369379997253,0.28176671266555786,0.237959623336792
Southampton,Manchester United,2017-2018,Away,A,0.31344074010849,0.25174665451049805,0.43481263518333435
Southampton,Burnley,2017-2018,Home,H,0.5496026277542114,0.26314401626586914,0.18725335597991943
Southampton,Brighton and Hove Albion,2017-2018,Home,H,0.617690920829773,0.19267764687538147,0.18963144719600677
Southampton,Manchester City,2017-2018,Away,A,0.2698601186275482,0.23415201902389526,0.4959878623485565
Southampton,Everton,2017-2018,Home,H,0.4152422547340393,0.2945016920566559,0.29025599360466003
Southampton,West Bromwich Albion,2017-2018,Home,H,0.5225920081138611,0.2804425060749054,0.19696545600891113
Southampton,Huddersfield Town,2017-2018,Home,H,0.617690920829773,0.19267764687538147,0.18963144719600677
Southampton,Newcastle United,2017-2018,Home,H,0.5130161643028259,0.2799626886844635,0.20702116191387177
Southampton,Arsenal,2017-2018,Away,A,0.2874998152256012,0.2453315705060959,0.4671686291694641
Southampton,Swansea City,2017-2018,Home,H,0.4850761294364929,0.28695252537727356,0.22797131538391113
Southampton,Liverpool,2017-2018,Away,A,0.26985877752304077,0.23043192923069,0.49970924854278564
Southampton,Tottenham Hotspur,2017-2018,Away,A,0.2626384496688843,0.24576860666275024,0.4915928840637207
Southampton,Chelsea,2017-2018,Away,A,0.31542643904685974,0.24868740141391754,0.4358861446380615
Southampton,Crystal Palace,2017-2018,Home,H,0.4674471914768219,0.2755012810230255,0.257051557302475
Southampton,West Ham United,2017-2018,Home,H,0.4864002764225006,0.29649749398231506,0.21710219979286194
Southampton,Stoke City,2017-2018,Home,H,0.49233168363571167,0.2823166847229004,0.22535164654254913
West Ham United,Watford,2017-2018,Home,H,0.44232794642448425,0.2973939776420593,0.2602781355381012
West Ham United,AFC Bournemouth,2017-2018,Home,H,0.37987759709358215,0.277004599571228,0.3431178629398346
West Ham United,Leicester City,2017-2018,Home,H,0.39833542704582214,0.2990410327911377,0.30262354016304016
West Ham United,Manchester United,2017-2018,Away,A,0.24348878860473633,0.22949756681919098,0.5270136594772339
West Ham United,Burnley,2017-2018,Home,H,0.4461236894130707,0.306891530752182,0.2469848394393921
West Ham United,Brighton and Hove Albion,2017-2018,Home,H,0.5219988822937012,0.23478388786315918,0.24321720004081726
West Ham United,Manchester City,2017-2018,Away,A,0.20374226570129395,0.2243855893611908,0.5718721151351929
West Ham United,Everton,2017-2018,Away,A,0.30916082859039307,0.28476482629776,0.4060743749141693
West Ham United,West Bromwich Albion,2017-2018,Home,H,0.4454035758972168,0.3029307425022125,0.25166574120521545
West Ham United,Huddersfield Town,2017-2018,Home,H,0.5219988822937012,0.23478388786315918,0.24321720004081726
West Ham United,Newcastle United,2017-2018,Home,H,0.4458954632282257,0.2875741124153137,0.26653045415878296
West Ham United,Arsenal,2017-2018,Away,A,0.22297419607639313,0.22258226573467255,0.5544435381889343
West Ham United,Swansea City,2017-2018,Home,H,0.4375229477882385,0.277673602104187,0.2848033905029297
West Ham United,Liverpool,2017-2018,Away,A,0.20914997160434723,0.2254701405763626,0.5653798580169678
West Ham United,Tottenham Hotspur,2017-2018,Away,A,0.20710302889347076,0.23607295751571655,0.5568239688873291
West Ham United,Chelsea,2017-2018,Away,A,0.23198960721492767,0.2298355996608734,0.5381748080253601
West Ham United,Crystal Palace,2017-2018,Home,H,0.4102739095687866,0.27735769748687744,0.31236839294433594
West Ham United,Southampton,2017-2018,Away,A,0.32270628213882446,0.2748859226703644,0.40240782499313354
West Ham United,Stoke City,2017-2018,Home,H,0.3940209746360779,0.3117138147354126,0.2942652106285095
Stoke City,Watford,2017-2018,Home,H,0.4655921459197998,0.28495174646377563,0.24945612251758575
Stoke City,AFC Bournemouth,2017-2018,Home,H,0.4092891812324524,0.2694961726665497,0.32121458649635315
Stoke City,Leicester City,2017-2018,Home,H,0.42262449860572815,0.2829885184764862,0.29438701272010803
Stoke City,Manchester United,2017-2018,Away,A,0.27230656147003174,0.25833752751350403,0.46935588121414185
Stoke City,Burnley,2017-2018,Home,H,0.46123412251472473,0.2968776524066925,0.24188819527626038
Stoke City,Brighton and Hove Albion,2017-2018,Home,H,0.5463346242904663,0.20371349155902863,0.2499518245458603
Stoke City,Manchester City,2017-2018,Away,A,0.2287105917930603,0.23292066156864166,0.5383687615394592
Stoke City,Everton,2017-2018,Away,A,0.3424275517463684,0.26662883162498474,0.39094358682632446
Stoke City,West Bromwich Albion,2017-2018,Home,H,0.4502435326576233,0.29914993047714233,0.25060656666755676
Stoke City,Huddersfield Town,2017-2018,Home,H,0.5463346242904663,0.20371349155902863,0.2499518245458603
Stoke City,Newcastle United,2017-2018,Home,H,0.4571211338043213,0.28716638684272766,0.2557125389575958
Stoke City,Arsenal,2017-2018,Away,A,0.2509673833847046,0.23237347602844238,0.5166592001914978
Stoke City,Swansea City,2017-2018,Home,H,0.4421074688434601,0.26345354318618774,0.29443901777267456
Stoke City,Liverpool,2017-2018,Away,A,0.23236368596553802,0.22711443901062012,0.5405219197273254
Stoke City,Tottenham Hotspur,2017-2018,Away,A,0.2279474288225174,0.23416784405708313,0.5378847122192383
Stoke City,Chelsea,2017-2018,Away,A,0.2663934528827667,0.2340065836906433,0.49960002303123474
Stoke City,Crystal Palace,2017-2018,Home,H,0.43590399622917175,0.26721280813217163,0.2968832552433014
Stoke City,Southampton,2017-2018,Away,A,0.3500423729419708,0.2714315950870514,0.37852609157562256
Stoke City,West Ham United,2017-2018,Home,H,0.44165319204330444,0.2886575162410736,0.26968926191329956
