home_team,away_team,prob_home,prob_draw,prob_away
Middlesbrough,Wolverhampton Wanderers,0.43658036,0.27725303,0.2861666
Middlesbrough,Burnley,0.43658036,0.27725303,0.2861666
Middlesbrough,Blackpool,0.43658036,0.27725303,0.2861666
Middlesbrough,Norwich City,0.43658036,0.27725303,0.2861666
Middlesbrough,Swansea City,0.43658036,0.27725303,0.2861666
Middlesbrough,Queens Park Rangers,0.43658036,0.27725303,0.2861666
Middlesbrough,Southampton,0.43658036,0.27725303,0.2861666
Middlesbrough,Crystal Palace,0.43658036,0.27725303,0.2861666
Middlesbrough,Cardiff City,0.43658036,0.27725303,0.2861666
Middlesbrough,Leicester City,0.43658036,0.27725303,0.2861666
Middlesbrough,AFC Bournemouth,0.43658036,0.27725303,0.2861666
West Ham United,Manchester United,0.43658036,0.27725303,0.2861666
West Ham United,Chelsea,0.43658036,0.27725303,0.2861666
West Ham United,Liverpool,0.43658036,0.27725303,0.2861666
West Ham United,Arsenal,0.43658036,0.27725303,0.2861666
West Ham United,Tottenham Hotspur,0.43658036,0.27725303,0.2861666
West Ham United,Bolton Wanderers,0.43658036,0.27725303,0.2861666
West Ham United,Reading,0.43658036,0.27725303,0.2861666
West Ham United,Blackburn Rovers,0.43658036,0.27725303,0.2861666
West Ham United,Everton,0.43658036,0.27725303,0.2861666
West Ham United,Portsmouth,0.43658036,0.27725303,0.2861666
West Ham United,Middlesbrough,0.43658036,0.27725303,0.2861666
West Ham United,Aston Villa,0.43658036,0.27725303,0.2861666
West Ham United,Manchester City,0.43658036,0.27725303,0.2861666
West Ham United,Newcastle United,0.43658036,0.27725303,0.2861666
West Ham United,Sheffield United,0.43658036,0.27725303,0.2861666
West Ham United,Wigan Athletic,0.43658036,0.27725303,0.2861666
West Ham United,Charlton Athletic,0.43658036,0.27725303,0.2861666
West Ham United,Fulham,0.43658036,0.27725303,0.2861666
West Ham United,Watford,0.43658036,0.27725303,0.2861666
West Ham United,Sunderland,0.43658036,0.27725303,0.2861666
West Ham United,Birmingham City,0.43658036,0.27725303,0.2861666
West Ham United,Derby County,0.43658036,0.27725303,0.2861666
West Ham United,Stoke City,0.43658036,0.27725303,0.2861666
West Ham United,Hull City,0.43658036,0.27725303,0.2861666
West Ham United,West Bromwich Albion,0.43658036,0.27725303,0.2861666
West Ham United,Wolverhampton Wanderers,0.43658036,0.27725303,0.2861666
West Ham United,Burnley,0.43658036,0.27725303,0.2861666
West Ham United,Blackpool,0.43658036,0.27725303,0.2861666
West Ham United,Norwich City,0.43658036,0.27725303,0.2861666
West Ham United,Swansea City,0.43658036,0.27725303,0.2861666
West Ham United,Queens Park Rangers,0.43658036,0.27725303,0.2861666
West Ham United,Southampton,0.43658036,0.27725303,0.2861666
West Ham United,Crystal Palace,0.43658036,0.27725303,0.2861666
West Ham United,Cardiff City,0.43658036,0.27725303,0.2861666
West Ham United,Leicester City,0.43658036,0.27725303,0.2861666
West Ham United,AFC Bournemouth,0.43658036,0.27725303,0.2861666
Aston Villa,Manchester United,0.43658036,0.27725303,0.2861666
Aston Villa,Chelsea,0.43658036,0.27725303,0.2861666
Aston Villa,Liverpool,0.43658036,0.27725303,0.2861666
