wins_home_prev,wins_away_prev,wins_diff_prev,losses_home_prev,losses_away_prev,losses_diff_prev,goals_home_prev,goals_away_prev,goals_diff_prev,total_yel_card_home_prev,total_yel_card_away_prev,total_yel_card_diff_prev,total_red_card_home_prev,total_red_card_away_prev,total_red_card_diff_prev,total_scoring_att_home_prev,total_scoring_att_away_prev,total_scoring_att_diff_prev,ontarget_scoring_att_home_prev,ontarget_scoring_att_away_prev,ontarget_scoring_att_diff_prev,hit_woodwork_home_prev,hit_woodwork_away_prev,hit_woodwork_diff_prev,att_hd_goal_home_prev,att_hd_goal_away_prev,att_hd_goal_diff_prev,att_pen_goal_home_prev,att_pen_goal_away_prev,att_pen_goal_diff_prev,att_freekick_goal_home_prev,att_freekick_goal_away_prev,att_freekick_goal_diff_prev,att_ibox_goal_home_prev,att_ibox_goal_away_prev,att_ibox_goal_diff_prev,att_obox_goal_home_prev,att_obox_goal_away_prev,att_obox_goal_diff_prev,goal_fastbreak_home_prev,goal_fastbreak_away_prev,goal_fastbreak_diff_prev,total_offside_home_prev,total_offside_away_prev,total_offside_diff_prev,clean_sheet_home_prev,clean_sheet_away_prev,clean_sheet_diff_prev,goals_conceded_home_prev,goals_conceded_away_prev,goals_conceded_diff_prev,saves_home_prev,saves_away_prev,saves_diff_prev,outfielder_block_home_prev,outfielder_block_away_prev,outfielder_block_diff_prev,interception_home_prev,interception_away_prev,interception_diff_prev,total_tackle_home_prev,total_tackle_away_prev,total_tackle_diff_prev,last_man_tackle_home_prev,last_man_tackle_away_prev,last_man_tackle_diff_prev,total_clearance_home_prev,total_clearance_away_prev,total_clearance_diff_prev,head_clearance_home_prev,head_clearance_away_prev,head_clearance_diff_prev,own_goals_home_prev,own_goals_away_prev,own_goals_diff_prev,penalty_conceded_home_prev,penalty_conceded_away_prev,penalty_conceded_diff_prev,pen_goals_conceded_home_prev,pen_goals_conceded_away_prev,pen_goals_conceded_diff_prev,total_pass_home_prev,total_pass_away_prev,total_pass_diff_prev,total_through_ball_home_prev,total_through_ball_away_prev,total_through_ball_diff_prev,total_long_balls_home_prev,total_long_balls_away_prev,total_long_balls_diff_prev,backward_pass_home_prev,backward_pass_away_prev,backward_pass_diff_prev,total_cross_home_prev,total_cross_away_prev,total_cross_diff_prev,corner_taken_home_prev,corner_taken_away_prev,corner_taken_diff_prev,touches_home_prev,touches_away_prev,touches_diff_prev,big_chance_missed_home_prev,big_chance_missed_away_prev,big_chance_missed_diff_prev,clearance_off_line_home_prev,clearance_off_line_away_prev,clearance_off_line_diff_prev,dispossessed_home_prev,dispossessed_away_prev,dispossessed_diff_prev,penalty_save_home_prev,penalty_save_away_prev,penalty_save_diff_prev,total_high_claim_home_prev,total_high_claim_away_prev,total_high_claim_diff_prev,punches_home_prev,punches_away_prev,punches_diff_prev,season,home_team,away_team,result
12.0,12.0,0.0,21.0,21.0,0.0,45.0,50.0,-5.0,56.0,77.0,-21.0,0.0,0.0,0.0,405.0,439.0,-34.0,145.0,138.0,7.0,10.0,8.0,2.0,15.0,13.0,2.0,3.0,4.0,-1.0,2.0,0.0,2.0,40.0,48.0,-8.0,5.0,2.0,3.0,1.0,0.0,1.0,49.0,55.0,-6.0,8.0,7.0,1.0,70.0,63.0,7.0,121.0,108.0,13.0,136.0,125.0,11.0,459.0,553.0,-94.0,635.0,699.0,-64.0,1.0,4.0,-3.0,1037.0,1022.0,15.0,539.0,557.0,-18.0,5.0,0.0,5.0,9.0,2.0,7.0,6.0,2.0,4.0,16131.0,13542.0,2589.0,15.0,20.0,-5.0,2579.0,2729.0,-150.0,2495.0,2108.0,387.0,864.0,872.0,-8.0,196.0,203.0,-7.0,23728.0,21533.0,2195.0,25.0,27.0,-2.0,2.0,7.0,-5.0,446.0,496.0,-50.0,1.0,0.0,1.0,72.0,56.0,16.0,16.0,12.0,4.0,2017-2018,Swansea City,Crystal Palace,D
12.0,0.0,12.0,17.0,0.0,17.0,47.0,0.0,47.0,78.0,0.0,78.0,5.0,0.0,5.0,499.0,0.0,499.0,138.0,0.0,138.0,14.0,0.0,14.0,14.0,0.0,14.0,3.0,0.0,3.0,3.0,0.0,3.0,41.0,0.0,41.0,6.0,0.0,6.0,3.0,0.0,3.0,74.0,0.0,74.0,10.0,0.0,10.0,64.0,0.0,64.0,117.0,0.0,117.0,112.0,0.0,112.0,614.0,0.0,614.0,574.0,0.0,574.0,4.0,0.0,4.0,1074.0,0.0,1074.0,625.0,0.0,625.0,0.0,0.0,0.0,8.0,0.0,8.0,5.0,0.0,5.0,15127.0,0.0,15127.0,37.0,0.0,37.0,2622.0,0.0,2622.0,2312.0,0.0,2312.0,752.0,0.0,752.0,172.0,0.0,172.0,22666.0,0.0,22666.0,24.0,0.0,24.0,3.0,0.0,3.0,367.0,0.0,367.0,1.0,0.0,1.0,47.0,0.0,47.0,11.0,0.0,11.0,2017-2018,West Ham United,Newcastle United,A
11.0,26.0,-15.0,20.0,4.0,16.0,39.0,86.0,-47.0,65.0,62.0,3.0,2.0,0.0,2.0,391.0,669.0,-278.0,120.0,257.0,-137.0,5.0,22.0,-17.0,4.0,10.0,-6.0,6.0,7.0,-1.0,3.0,0.0,3.0,31.0,74.0,-43.0,8.0,12.0,-4.0,2.0,3.0,-1.0,101.0,74.0,27.0,10.0,17.0,-7.0,55.0,26.0,29.0,151.0,85.0,66.0,221.0,99.0,122.0,539.0,314.0,225.0,638.0,661.0,-23.0,2.0,1.0,1.0,1233.0,1003.0,230.0,698.0,526.0,172.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,12558.0,20150.0,-7592.0,21.0,45.0,-24.0,3176.0,2662.0,514.0,1888.0,3130.0,-1242.0,650.0,761.0,-111.0,149.0,273.0,-124.0,19776.0,28150.0,-8374.0,18.0,41.0,-23.0,6.0,1.0,5.0,334.0,484.0,-150.0,1.0,0.0,1.0,29.0,21.0,8.0,14.0,11.0,3.0,2017-2018,Burnley,Tottenham Hotspur,A
12.0,18.0,-6.0,18.0,5.0,13.0,48.0,54.0,-6.0,72.0,78.0,-6.0,1.0,2.0,-1.0,433.0,591.0,-158.0,145.0,210.0,-65.0,8.0,19.0,-11.0,10.0,9.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,39.0,47.0,-8.0,9.0,7.0,2.0,4.0,5.0,-1.0,65.0,99.0,-34.0,9.0,17.0,-8.0,63.0,29.0,34.0,131.0,85.0,46.0,141.0,99.0,42.0,538.0,584.0,-46.0,677.0,690.0,-13.0,3.0,4.0,-1.0,1025.0,1112.0,-87.0,567.0,580.0,-13.0,2.0,1.0,1.0,4.0,5.0,-1.0,4.0,4.0,0.0,13671.0,20245.0,-6574.0,25.0,99.0,-74.0,2792.0,2424.0,368.0,1916.0,3177.0,-1261.0,731.0,848.0,-117.0,197.0,217.0,-20.0,21051.0,28119.0,-7068.0,29.0,50.0,-21.0,2.0,1.0,1.0,310.0,389.0,-79.0,0.0,1.0,-1.0,45.0,32.0,13.0,16.0,4.0,12.0,2017-2018,Leicester City,Manchester United,D
26.0,12.0,14.0,4.0,16.0,-12.0,86.0,41.0,45.0,62.0,59.0,3.0,0.0,2.0,-2.0,669.0,550.0,119.0,257.0,179.0,78.0,22.0,12.0,10.0,10.0,4.0,6.0,7.0,3.0,4.0,0.0,0.0,0.0,74.0,37.0,37.0,12.0,4.0,8.0,3.0,0.0,3.0,74.0,73.0,1.0,17.0,14.0,3.0,26.0,48.0,-22.0,85.0,76.0,9.0,99.0,128.0,-29.0,314.0,514.0,-200.0,661.0,675.0,-14.0,1.0,1.0,0.0,1003.0,914.0,89.0,526.0,505.0,21.0,1.0,1.0,0.0,2.0,9.0,-7.0,2.0,6.0,-4.0,20150.0,18245.0,1905.0,45.0,57.0,-12.0,2662.0,2336.0,326.0,3130.0,2784.0,346.0,761.0,947.0,-186.0,273.0,198.0,75.0,28150.0,25881.0,2269.0,41.0,34.0,7.0,1.0,4.0,-3.0,484.0,455.0,29.0,0.0,1.0,-1.0,21.0,26.0,-5.0,11.0,12.0,-1.0,2017-2018,Tottenham Hotspur,Southampton,H
12.0,12.0,0.0,16.0,17.0,-1.0,55.0,47.0,8.0,52.0,78.0,-26.0,3.0,5.0,-2.0,452.0,499.0,-47.0,160.0,138.0,22.0,19.0,14.0,5.0,5.0,14.0,-9.0,7.0,3.0,4.0,0.0,3.0,-3.0,51.0,41.0,10.0,5.0,6.0,-1.0,2.0,3.0,-1.0,53.0,74.0,-21.0,10.0,10.0,0.0,67.0,64.0,3.0,123.0,117.0,6.0,150.0,112.0,38.0,460.0,614.0,-154.0,604.0,574.0,30.0,1.0,4.0,-3.0,1092.0,1074.0,18.0,616.0,625.0,-9.0,5.0,0.0,5.0,5.0,8.0,-3.0,2.0,5.0,-3.0,17152.0,15127.0,2025.0,51.0,37.0,14.0,2461.0,2622.0,-161.0,2651.0,2312.0,339.0,628.0,752.0,-124.0,193.0,172.0,21.0,24801.0,22666.0,2135.0,31.0,24.0,7.0,4.0,3.0,1.0,439.0,367.0,72.0,2.0,1.0,1.0,36.0,47.0,-11.0,21.0,11.0,10.0,2017-2018,AFC Bournemouth,West Ham United,D
30.0,0.0,30.0,5.0,0.0,5.0,85.0,0.0,85.0,72.0,0.0,72.0,0.0,0.0,0.0,580.0,0.0,580.0,204.0,0.0,204.0,17.0,0.0,17.0,8.0,0.0,8.0,2.0,0.0,2.0,3.0,0.0,3.0,73.0,0.0,73.0,12.0,0.0,12.0,7.0,0.0,7.0,64.0,0.0,64.0,16.0,0.0,16.0,33.0,0.0,33.0,69.0,0.0,69.0,78.0,0.0,78.0,510.0,0.0,510.0,652.0,0.0,652.0,0.0,0.0,0.0,839.0,0.0,839.0,500.0,0.0,500.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,20125.0,0.0,20125.0,103.0,0.0,103.0,2399.0,0.0,2399.0,2967.0,0.0,2967.0,688.0,0.0,688.0,218.0,0.0,218.0,27658.0,0.0,27658.0,32.0,0.0,32.0,3.0,0.0,3.0,436.0,0.0,436.0,0.0,0.0,0.0,38.0,0.0,38.0,18.0,0.0,18.0,2017-2018,Chelsea,Brighton and Hove Albion,H
0.0,11.0,-11.0,0.0,16.0,-16.0,0.0,41.0,-41.0,0.0,70.0,-70.0,0.0,2.0,-2.0,0.0,425.0,-425.0,0.0,137.0,-137.0,0.0,14.0,-14.0,0.0,7.0,-7.0,0.0,4.0,-4.0,0.0,2.0,-2.0,0.0,36.0,-36.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,85.0,-85.0,0.0,11.0,-11.0,0.0,56.0,-56.0,0.0,127.0,-127.0,0.0,159.0,-159.0,0.0,497.0,-497.0,0.0,666.0,-666.0,0.0,3.0,-3.0,0.0,1009.0,-1009.0,0.0,505.0,-505.0,0.0,5.0,-5.0,0.0,3.0,-3.0,0.0,1.0,-1.0,0.0,14558.0,-14558.0,0.0,54.0,-54.0,0.0,2507.0,-2507.0,0.0,2170.0,-2170.0,0.0,718.0,-718.0,0.0,188.0,-188.0,0.0,22087.0,-22087.0,0.0,41.0,-41.0,0.0,5.0,-5.0,0.0,415.0,-415.0,0.0,1.0,-1.0,0.0,40.0,-40.0,0.0,23.0,-23.0,2017-2018,Huddersfield Town,Stoke City,D
18.0,11.0,7.0,5.0,20.0,-15.0,54.0,39.0,15.0,78.0,65.0,13.0,2.0,2.0,0.0,591.0,391.0,200.0,210.0,120.0,90.0,19.0,5.0,14.0,9.0,4.0,5.0,3.0,6.0,-3.0,1.0,3.0,-2.0,47.0,31.0,16.0,7.0,8.0,-1.0,5.0,2.0,3.0,99.0,101.0,-2.0,17.0,10.0,7.0,29.0,55.0,-26.0,85.0,151.0,-66.0,99.0,221.0,-122.0,584.0,539.0,45.0,690.0,638.0,52.0,4.0,2.0,2.0,1112.0,1233.0,-121.0,580.0,698.0,-118.0,1.0,2.0,-1.0,5.0,5.0,0.0,4.0,4.0,0.0,20245.0,12558.0,7687.0,99.0,21.0,78.0,2424.0,3176.0,-752.0,3177.0,1888.0,1289.0,848.0,650.0,198.0,217.0,149.0,68.0,28119.0,19776.0,8343.0,50.0,18.0,32.0,1.0,6.0,-5.0,389.0,334.0,55.0,1.0,1.0,0.0,32.0,29.0,3.0,4.0,14.0,-10.0,2017-2018,Manchester United,Burnley,D
11.0,12.0,-1.0,20.0,18.0,2.0,40.0,48.0,-8.0,84.0,72.0,12.0,5.0,1.0,4.0,422.0,433.0,-11.0,143.0,145.0,-2.0,7.0,8.0,-1.0,9.0,10.0,-1.0,3.0,4.0,-1.0,0.0,1.0,-1.0,36.0,39.0,-3.0,4.0,9.0,-5.0,0.0,4.0,-4.0,61.0,65.0,-4.0,7.0,9.0,-2.0,68.0,63.0,5.0,121.0,131.0,-10.0,140.0,141.0,-1.0,512.0,538.0,-26.0,618.0,677.0,-59.0,0.0,3.0,-3.0,1016.0,1025.0,-9.0,494.0,567.0,-73.0,2.0,2.0,0.0,4.0,4.0,0.0,3.0,4.0,-1.0,14049.0,13671.0,378.0,22.0,25.0,-3.0,2600.0,2792.0,-192.0,2200.0,1916.0,284.0,686.0,731.0,-45.0,164.0,197.0,-33.0,21547.0,21051.0,496.0,25.0,29.0,-4.0,3.0,2.0,1.0,390.0,310.0,80.0,1.0,0.0,1.0,53.0,45.0,8.0,35.0,16.0,19.0,2017-2018,Watford,Leicester City,H
12.0,17.0,-5.0,17.0,11.0,6.0,43.0,62.0,-19.0,80.0,72.0,8.0,0.0,2.0,-2.0,399.0,502.0,-103.0,123.0,191.0,-68.0,11.0,12.0,-1.0,16.0,13.0,3.0,1.0,3.0,-2.0,1.0,2.0,-1.0,37.0,59.0,-22.0,6.0,3.0,3.0,3.0,2.0,1.0,59.0,82.0,-23.0,6.0,13.0,-7.0,51.0,44.0,7.0,116.0,96.0,20.0,150.0,149.0,1.0,537.0,461.0,76.0,605.0,712.0,-107.0,0.0,6.0,-6.0,999.0,1118.0,-119.0,577.0,628.0,-51.0,1.0,1.0,0.0,3.0,6.0,-3.0,3.0,3.0,0.0,11825.0,17586.0,-5761.0,37.0,38.0,-1.0,2653.0,2968.0,-315.0,1798.0,2744.0,-946.0,766.0,767.0,-1.0,159.0,196.0,-37.0,19042.0,25309.0,-6267.0,24.0,28.0,-4.0,3.0,9.0,-6.0,445.0,469.0,-24.0,0.0,2.0,-2.0,53.0,56.0,-3.0,10.0,19.0,-9.0,2017-2018,West Bromwich Albion,Everton,D
22.0,12.0,10.0,6.0,21.0,-15.0,78.0,45.0,33.0,54.0,56.0,-2.0,0.0,0.0,0.0,640.0,405.0,235.0,236.0,145.0,91.0,18.0,10.0,8.0,12.0,15.0,-3.0,7.0,3.0,4.0,3.0,2.0,1.0,65.0,40.0,25.0,13.0,5.0,8.0,3.0,1.0,2.0,77.0,49.0,28.0,12.0,8.0,4.0,42.0,70.0,-28.0,73.0,121.0,-48.0,65.0,136.0,-71.0,410.0,459.0,-49.0,719.0,635.0,84.0,2.0,1.0,1.0,877.0,1037.0,-160.0,451.0,539.0,-88.0,0.0,5.0,-5.0,5.0,9.0,-4.0,3.0,6.0,-3.0,22290.0,16131.0,6159.0,57.0,15.0,42.0,2565.0,2579.0,-14.0,3291.0,2495.0,796.0,812.0,864.0,-52.0,249.0,196.0,53.0,30071.0,23728.0,6343.0,35.0,25.0,10.0,0.0,2.0,-2.0,472.0,446.0,26.0,2.0,1.0,1.0,36.0,72.0,-36.0,26.0,16.0,10.0,2017-2018,Liverpool,Swansea City,H
0.0,23.0,-23.0,0.0,6.0,-6.0,0.0,80.0,-80.0,0.0,71.0,-71.0,0.0,4.0,-4.0,0.0,633.0,-633.0,0.0,216.0,-216.0,0.0,20.0,-20.0,0.0,8.0,-8.0,0.0,7.0,-7.0,0.0,2.0,-2.0,0.0,73.0,-73.0,0.0,7.0,-7.0,0.0,6.0,-6.0,0.0,89.0,-89.0,0.0,12.0,-12.0,0.0,39.0,-39.0,0.0,64.0,-64.0,0.0,66.0,-66.0,0.0,504.0,-504.0,0.0,643.0,-643.0,0.0,0.0,0.0,0.0,905.0,-905.0,0.0,544.0,-544.0,0.0,1.0,-1.0,0.0,5.0,-5.0,0.0,2.0,-2.0,0.0,22706.0,-22706.0,0.0,124.0,-124.0,0.0,1997.0,-1997.0,0.0,3534.0,-3534.0,0.0,801.0,-801.0,0.0,280.0,-280.0,0.0,30363.0,-30363.0,0.0,48.0,-48.0,0.0,4.0,-4.0,0.0,465.0,-465.0,0.0,2.0,-2.0,0.0,26.0,-26.0,0.0,20.0,-20.0,2017-2018,Newcastle United,Manchester City,A
12.0,23.0,-11.0,21.0,9.0,12.0,50.0,77.0,-27.0,77.0,68.0,9.0,0.0,3.0,-3.0,439.0,566.0,-127.0,138.0,201.0,-63.0,8.0,17.0,-9.0,13.0,17.0,-4.0,4.0,4.0,0.0,0.0,2.0,-2.0,48.0,70.0,-22.0,2.0,7.0,-5.0,0.0,2.0,-2.0,55.0,95.0,-40.0,7.0,13.0,-6.0,63.0,44.0,19.0,108.0,124.0,-16.0,125.0,95.0,30.0,553.0,536.0,17.0,699.0,673.0,26.0,4.0,5.0,-1.0,1022.0,838.0,184.0,557.0,484.0,73.0,0.0,1.0,-1.0,2.0,10.0,-8.0,2.0,10.0,-8.0,13542.0,21394.0,-7852.0,20.0,129.0,-109.0,2729.0,1979.0,750.0,2108.0,2835.0,-727.0,872.0,697.0,175.0,203.0,227.0,-24.0,21533.0,28931.0,-7398.0,27.0,41.0,-14.0,7.0,1.0,6.0,496.0,465.0,31.0,0.0,0.0,0.0,56.0,36.0,20.0,12.0,10.0,2.0,2017-2018,Crystal Palace,Arsenal,A
12.0,17.0,-5.0,16.0,11.0,5.0,55.0,62.0,-7.0,52.0,72.0,-20.0,3.0,2.0,1.0,452.0,502.0,-50.0,160.0,191.0,-31.0,19.0,12.0,7.0,5.0,13.0,-8.0,7.0,3.0,4.0,0.0,2.0,-2.0,51.0,59.0,-8.0,5.0,3.0,2.0,2.0,2.0,0.0,53.0,82.0,-29.0,10.0,13.0,-3.0,67.0,44.0,23.0,123.0,96.0,27.0,150.0,149.0,1.0,460.0,461.0,-1.0,604.0,712.0,-108.0,1.0,6.0,-5.0,1092.0,1118.0,-26.0,616.0,628.0,-12.0,5.0,1.0,4.0,5.0,6.0,-1.0,2.0,3.0,-1.0,17152.0,17586.0,-434.0,51.0,38.0,13.0,2461.0,2968.0,-507.0,2651.0,2744.0,-93.0,628.0,767.0,-139.0,193.0,196.0,-3.0,24801.0,25309.0,-508.0,31.0,28.0,3.0,4.0,9.0,-5.0,439.0,469.0,-30.0,2.0,2.0,0.0,36.0,56.0,-20.0,21.0,19.0,2.0,2017-2018,AFC Bournemouth,Everton,H
30.0,11.0,19.0,5.0,16.0,-11.0,85.0,41.0,44.0,72.0,70.0,2.0,0.0,2.0,-2.0,580.0,425.0,155.0,204.0,137.0,67.0,17.0,14.0,3.0,8.0,7.0,1.0,2.0,4.0,-2.0,3.0,2.0,1.0,73.0,36.0,37.0,12.0,5.0,7.0,7.0,0.0,7.0,64.0,85.0,-21.0,16.0,11.0,5.0,33.0,56.0,-23.0,69.0,127.0,-58.0,78.0,159.0,-81.0,510.0,497.0,13.0,652.0,666.0,-14.0,0.0,3.0,-3.0,839.0,1009.0,-170.0,500.0,505.0,-5.0,1.0,5.0,-4.0,2.0,3.0,-1.0,2.0,1.0,1.0,20125.0,14558.0,5567.0,103.0,54.0,49.0,2399.0,2507.0,-108.0,2967.0,2170.0,797.0,688.0,718.0,-30.0,218.0,188.0,30.0,27658.0,22087.0,5571.0,32.0,41.0,-9.0,3.0,5.0,-2.0,436.0,415.0,21.0,0.0,1.0,-1.0,38.0,40.0,-2.0,18.0,23.0,-5.0,2017-2018,Chelsea,Stoke City,H
0.0,11.0,-11.0,0.0,20.0,-20.0,0.0,39.0,-39.0,0.0,65.0,-65.0,0.0,2.0,-2.0,0.0,391.0,-391.0,0.0,120.0,-120.0,0.0,5.0,-5.0,0.0,4.0,-4.0,0.0,6.0,-6.0,0.0,3.0,-3.0,0.0,31.0,-31.0,0.0,8.0,-8.0,0.0,2.0,-2.0,0.0,101.0,-101.0,0.0,10.0,-10.0,0.0,55.0,-55.0,0.0,151.0,-151.0,0.0,221.0,-221.0,0.0,539.0,-539.0,0.0,638.0,-638.0,0.0,2.0,-2.0,0.0,1233.0,-1233.0,0.0,698.0,-698.0,0.0,2.0,-2.0,0.0,5.0,-5.0,0.0,4.0,-4.0,0.0,12558.0,-12558.0,0.0,21.0,-21.0,0.0,3176.0,-3176.0,0.0,1888.0,-1888.0,0.0,650.0,-650.0,0.0,149.0,-149.0,0.0,19776.0,-19776.0,0.0,18.0,-18.0,0.0,6.0,-6.0,0.0,334.0,-334.0,0.0,1.0,-1.0,0.0,29.0,-29.0,0.0,14.0,-14.0,2017-2018,Huddersfield Town,Burnley,D
22.0,12.0,10.0,6.0,18.0,-12.0,78.0,48.0,30.0,54.0,72.0,-18.0,0.0,1.0,-1.0,640.0,433.0,207.0,236.0,145.0,91.0,18.0,8.0,10.0,12.0,10.0,2.0,7.0,4.0,3.0,3.0,1.0,2.0,65.0,39.0,26.0,13.0,9.0,4.0,3.0,4.0,-1.0,77.0,65.0,12.0,12.0,9.0,3.0,42.0,63.0,-21.0,73.0,131.0,-58.0,65.0,141.0,-76.0,410.0,538.0,-128.0,719.0,677.0,42.0,2.0,3.0,-1.0,877.0,1025.0,-148.0,451.0,567.0,-116.0,0.0,2.0,-2.0,5.0,4.0,1.0,3.0,4.0,-1.0,22290.0,13671.0,8619.0,57.0,25.0,32.0,2565.0,2792.0,-227.0,3291.0,1916.0,1375.0,812.0,731.0,81.0,249.0,197.0,52.0,30071.0,21051.0,9020.0,35.0,29.0,6.0,0.0,2.0,-2.0,472.0,310.0,162.0,2.0,0.0,2.0,36.0,45.0,-9.0,26.0,16.0,10.0,2017-2018,Liverpool,Leicester City,H
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,Newcastle United,Brighton and Hove Albion,D
11.0,12.0,-1.0,20.0,21.0,-1.0,40.0,45.0,-5.0,84.0,56.0,28.0,5.0,0.0,5.0,422.0,405.0,17.0,143.0,145.0,-2.0,7.0,10.0,-3.0,9.0,15.0,-6.0,3.0,3.0,0.0,0.0,2.0,-2.0,36.0,40.0,-4.0,4.0,5.0,-1.0,0.0,1.0,-1.0,61.0,49.0,12.0,7.0,8.0,-1.0,68.0,70.0,-2.0,121.0,121.0,0.0,140.0,136.0,4.0,512.0,459.0,53.0,618.0,635.0,-17.0,0.0,1.0,-1.0,1016.0,1037.0,-21.0,494.0,539.0,-45.0,2.0,5.0,-3.0,4.0,9.0,-5.0,3.0,6.0,-3.0,14049.0,16131.0,-2082.0,22.0,15.0,7.0,2600.0,2579.0,21.0,2200.0,2495.0,-295.0,686.0,864.0,-178.0,164.0,196.0,-32.0,21547.0,23728.0,-2181.0,25.0,25.0,0.0,3.0,2.0,1.0,390.0,446.0,-56.0,1.0,1.0,0.0,53.0,72.0,-19.0,35.0,16.0,19.0,2017-2018,Watford,Swansea City,A
18.0,12.0,6.0,5.0,16.0,-11.0,54.0,41.0,13.0,78.0,59.0,19.0,2.0,2.0,0.0,591.0,550.0,41.0,210.0,179.0,31.0,19.0,12.0,7.0,9.0,4.0,5.0,3.0,3.0,0.0,1.0,0.0,1.0,47.0,37.0,10.0,7.0,4.0,3.0,5.0,0.0,5.0,99.0,73.0,26.0,17.0,14.0,3.0,29.0,48.0,-19.0,85.0,76.0,9.0,99.0,128.0,-29.0,584.0,514.0,70.0,690.0,675.0,15.0,4.0,1.0,3.0,1112.0,914.0,198.0,580.0,505.0,75.0,1.0,1.0,0.0,5.0,9.0,-4.0,4.0,6.0,-2.0,20245.0,18245.0,2000.0,99.0,57.0,42.0,2424.0,2336.0,88.0,3177.0,2784.0,393.0,848.0,947.0,-99.0,217.0,198.0,19.0,28119.0,25881.0,2238.0,50.0,34.0,16.0,1.0,4.0,-3.0,389.0,455.0,-66.0,1.0,1.0,0.0,32.0,26.0,6.0,4.0,12.0,-8.0,2017-2018,Manchester United,Southampton,D
12.0,23.0,-11.0,21.0,6.0,15.0,50.0,80.0,-30.0,77.0,71.0,6.0,0.0,4.0,-4.0,439.0,633.0,-194.0,138.0,216.0,-78.0,8.0,20.0,-12.0,13.0,8.0,5.0,4.0,7.0,-3.0,0.0,2.0,-2.0,48.0,73.0,-25.0,2.0,7.0,-5.0,0.0,6.0,-6.0,55.0,89.0,-34.0,7.0,12.0,-5.0,63.0,39.0,24.0,108.0,64.0,44.0,125.0,66.0,59.0,553.0,504.0,49.0,699.0,643.0,56.0,4.0,0.0,4.0,1022.0,905.0,117.0,557.0,544.0,13.0,0.0,1.0,-1.0,2.0,5.0,-3.0,2.0,2.0,0.0,13542.0,22706.0,-9164.0,20.0,124.0,-104.0,2729.0,1997.0,732.0,2108.0,3534.0,-1426.0,872.0,801.0,71.0,203.0,280.0,-77.0,21533.0,30363.0,-8830.0,27.0,48.0,-21.0,7.0,4.0,3.0,496.0,465.0,31.0,0.0,2.0,-2.0,56.0,26.0,30.0,12.0,20.0,-8.0,2017-2018,Crystal Palace,Manchester City,D
12.0,23.0,-11.0,17.0,9.0,8.0,43.0,77.0,-34.0,80.0,68.0,12.0,0.0,3.0,-3.0,399.0,566.0,-167.0,123.0,201.0,-78.0,11.0,17.0,-6.0,16.0,17.0,-1.0,1.0,4.0,-3.0,1.0,2.0,-1.0,37.0,70.0,-33.0,6.0,7.0,-1.0,3.0,2.0,1.0,59.0,95.0,-36.0,6.0,13.0,-7.0,51.0,44.0,7.0,116.0,124.0,-8.0,150.0,95.0,55.0,537.0,536.0,1.0,605.0,673.0,-68.0,0.0,5.0,-5.0,999.0,838.0,161.0,577.0,484.0,93.0,1.0,1.0,0.0,3.0,10.0,-7.0,3.0,10.0,-7.0,11825.0,21394.0,-9569.0,37.0,129.0,-92.0,2653.0,1979.0,674.0,1798.0,2835.0,-1037.0,766.0,697.0,69.0,159.0,227.0,-68.0,19042.0,28931.0,-9889.0,24.0,41.0,-17.0,3.0,1.0,2.0,445.0,465.0,-20.0,0.0,0.0,0.0,53.0,36.0,17.0,10.0,10.0,0.0,2017-2018,West Bromwich Albion,Arsenal,D
