wins_home_prev,wins_away_prev,wins_diff_prev,losses_home_prev,losses_away_prev,losses_diff_prev,goals_home_prev,goals_away_prev,goals_diff_prev,total_yel_card_home_prev,total_yel_card_away_prev,total_yel_card_diff_prev,total_red_card_home_prev,total_red_card_away_prev,total_red_card_diff_prev,total_scoring_att_home_prev,total_scoring_att_away_prev,total_scoring_att_diff_prev,ontarget_scoring_att_home_prev,ontarget_scoring_att_away_prev,ontarget_scoring_att_diff_prev,hit_woodwork_home_prev,hit_woodwork_away_prev,hit_woodwork_diff_prev,att_hd_goal_home_prev,att_hd_goal_away_prev,att_hd_goal_diff_prev,att_pen_goal_home_prev,att_pen_goal_away_prev,att_pen_goal_diff_prev,att_freekick_goal_home_prev,att_freekick_goal_away_prev,att_freekick_goal_diff_prev,att_ibox_goal_home_prev,att_ibox_goal_away_prev,att_ibox_goal_diff_prev,att_obox_goal_home_prev,att_obox_goal_away_prev,att_obox_goal_diff_prev,goal_fastbreak_home_prev,goal_fastbreak_away_prev,goal_fastbreak_diff_prev,total_offside_home_prev,total_offside_away_prev,total_offside_diff_prev,clean_sheet_home_prev,clean_sheet_away_prev,clean_sheet_diff_prev,goals_conceded_home_prev,goals_conceded_away_prev,goals_conceded_diff_prev,saves_home_prev,saves_away_prev,saves_diff_prev,outfielder_block_home_prev,outfielder_block_away_prev,outfielder_block_diff_prev,interception_home_prev,interception_away_prev,interception_diff_prev,total_tackle_home_prev,total_tackle_away_prev,total_tackle_diff_prev,last_man_tackle_home_prev,last_man_tackle_away_prev,last_man_tackle_diff_prev,total_clearance_home_prev,total_clearance_away_prev,total_clearance_diff_prev,head_clearance_home_prev,head_clearance_away_prev,head_clearance_diff_prev,own_goals_home_prev,own_goals_away_prev,own_goals_diff_prev,penalty_conceded_home_prev,penalty_conceded_away_prev,penalty_conceded_diff_prev,pen_goals_conceded_home_prev,pen_goals_conceded_away_prev,pen_goals_conceded_diff_prev,total_pass_home_prev,total_pass_away_prev,total_pass_diff_prev,total_through_ball_home_prev,total_through_ball_away_prev,total_through_ball_diff_prev,total_long_balls_home_prev,total_long_balls_away_prev,total_long_balls_diff_prev,backward_pass_home_prev,backward_pass_away_prev,backward_pass_diff_prev,total_cross_home_prev,total_cross_away_prev,total_cross_diff_prev,corner_taken_home_prev,corner_taken_away_prev,corner_taken_diff_prev,touches_home_prev,touches_away_prev,touches_diff_prev,big_chance_missed_home_prev,big_chance_missed_away_prev,big_chance_missed_diff_prev,clearance_off_line_home_prev,clearance_off_line_away_prev,clearance_off_line_diff_prev,dispossessed_home_prev,dispossessed_away_prev,dispossessed_diff_prev,penalty_save_home_prev,penalty_save_away_prev,penalty_save_diff_prev,total_high_claim_home_prev,total_high_claim_away_prev,total_high_claim_diff_prev,punches_home_prev,punches_away_prev,punches_diff_prev,season,home_team,away_team,result
30.0,23.0,7.0,5.0,6.0,-1.0,85.0,80.0,5.0,72.0,71.0,1.0,0.0,4.0,-4.0,580.0,633.0,-53.0,204.0,216.0,-12.0,17.0,20.0,-3.0,8.0,8.0,0.0,2.0,7.0,-5.0,3.0,2.0,1.0,73.0,73.0,0.0,12.0,7.0,5.0,7.0,6.0,1.0,64.0,89.0,-25.0,16.0,12.0,4.0,33.0,39.0,-6.0,69.0,64.0,5.0,78.0,66.0,12.0,510.0,504.0,6.0,652.0,643.0,9.0,0.0,0.0,0.0,839.0,905.0,-66.0,500.0,544.0,-44.0,1.0,1.0,0.0,2.0,5.0,-3.0,2.0,2.0,0.0,20125.0,22706.0,-2581.0,103.0,124.0,-21.0,2399.0,1997.0,402.0,2967.0,3534.0,-567.0,688.0,801.0,-113.0,218.0,280.0,-62.0,27658.0,30363.0,-2705.0,32.0,48.0,-16.0,3.0,4.0,-1.0,436.0,465.0,-29.0,0.0,2.0,-2.0,38.0,26.0,12.0,18.0,20.0,-2.0,2017-2018,Chelsea,Manchester City,A
23.0,0.0,23.0,9.0,0.0,9.0,77.0,0.0,77.0,68.0,0.0,68.0,3.0,0.0,3.0,566.0,0.0,566.0,201.0,0.0,201.0,17.0,0.0,17.0,17.0,0.0,17.0,4.0,0.0,4.0,2.0,0.0,2.0,70.0,0.0,70.0,7.0,0.0,7.0,2.0,0.0,2.0,95.0,0.0,95.0,13.0,0.0,13.0,44.0,0.0,44.0,124.0,0.0,124.0,95.0,0.0,95.0,536.0,0.0,536.0,673.0,0.0,673.0,5.0,0.0,5.0,838.0,0.0,838.0,484.0,0.0,484.0,1.0,0.0,1.0,10.0,0.0,10.0,10.0,0.0,10.0,21394.0,0.0,21394.0,129.0,0.0,129.0,1979.0,0.0,1979.0,2835.0,0.0,2835.0,697.0,0.0,697.0,227.0,0.0,227.0,28931.0,0.0,28931.0,41.0,0.0,41.0,1.0,0.0,1.0,465.0,0.0,465.0,0.0,0.0,0.0,36.0,0.0,36.0,10.0,0.0,10.0,2017-2018,Arsenal,Brighton and Hove Albion,H
17.0,11.0,6.0,11.0,20.0,-9.0,62.0,39.0,23.0,72.0,65.0,7.0,2.0,2.0,0.0,502.0,391.0,111.0,191.0,120.0,71.0,12.0,5.0,7.0,13.0,4.0,9.0,3.0,6.0,-3.0,2.0,3.0,-1.0,59.0,31.0,28.0,3.0,8.0,-5.0,2.0,2.0,0.0,82.0,101.0,-19.0,13.0,10.0,3.0,44.0,55.0,-11.0,96.0,151.0,-55.0,149.0,221.0,-72.0,461.0,539.0,-78.0,712.0,638.0,74.0,6.0,2.0,4.0,1118.0,1233.0,-115.0,628.0,698.0,-70.0,1.0,2.0,-1.0,6.0,5.0,1.0,3.0,4.0,-1.0,17586.0,12558.0,5028.0,38.0,21.0,17.0,2968.0,3176.0,-208.0,2744.0,1888.0,856.0,767.0,650.0,117.0,196.0,149.0,47.0,25309.0,19776.0,5533.0,28.0,18.0,10.0,9.0,6.0,3.0,469.0,334.0,135.0,2.0,1.0,1.0,56.0,29.0,27.0,19.0,14.0,5.0,2017-2018,Everton,Burnley,A
0.0,22.0,-22.0,0.0,6.0,-6.0,0.0,78.0,-78.0,0.0,54.0,-54.0,0.0,0.0,0.0,0.0,640.0,-640.0,0.0,236.0,-236.0,0.0,18.0,-18.0,0.0,12.0,-12.0,0.0,7.0,-7.0,0.0,3.0,-3.0,0.0,65.0,-65.0,0.0,13.0,-13.0,0.0,3.0,-3.0,0.0,77.0,-77.0,0.0,12.0,-12.0,0.0,42.0,-42.0,0.0,73.0,-73.0,0.0,65.0,-65.0,0.0,410.0,-410.0,0.0,719.0,-719.0,0.0,2.0,-2.0,0.0,877.0,-877.0,0.0,451.0,-451.0,0.0,0.0,0.0,0.0,5.0,-5.0,0.0,3.0,-3.0,0.0,22290.0,-22290.0,0.0,57.0,-57.0,0.0,2565.0,-2565.0,0.0,3291.0,-3291.0,0.0,812.0,-812.0,0.0,249.0,-249.0,0.0,30071.0,-30071.0,0.0,35.0,-35.0,0.0,0.0,0.0,0.0,472.0,-472.0,0.0,2.0,-2.0,0.0,36.0,-36.0,0.0,26.0,-26.0,2017-2018,Newcastle United,Liverpool,D
22.0,18.0,4.0,6.0,5.0,1.0,78.0,54.0,24.0,54.0,78.0,-24.0,0.0,2.0,-2.0,640.0,591.0,49.0,236.0,210.0,26.0,18.0,19.0,-1.0,12.0,9.0,3.0,7.0,3.0,4.0,3.0,1.0,2.0,65.0,47.0,18.0,13.0,7.0,6.0,3.0,5.0,-2.0,77.0,99.0,-22.0,12.0,17.0,-5.0,42.0,29.0,13.0,73.0,85.0,-12.0,65.0,99.0,-34.0,410.0,584.0,-174.0,719.0,690.0,29.0,2.0,4.0,-2.0,877.0,1112.0,-235.0,451.0,580.0,-129.0,0.0,1.0,-1.0,5.0,5.0,0.0,3.0,4.0,-1.0,22290.0,20245.0,2045.0,57.0,99.0,-42.0,2565.0,2424.0,141.0,3291.0,3177.0,114.0,812.0,848.0,-36.0,249.0,217.0,32.0,30071.0,28119.0,1952.0,35.0,50.0,-15.0,0.0,1.0,-1.0,472.0,389.0,83.0,2.0,1.0,1.0,36.0,32.0,4.0,26.0,4.0,22.0,2017-2018,Liverpool,Manchester United,D
11.0,12.0,-1.0,20.0,17.0,3.0,39.0,47.0,-8.0,65.0,78.0,-13.0,2.0,5.0,-3.0,391.0,499.0,-108.0,120.0,138.0,-18.0,5.0,14.0,-9.0,4.0,14.0,-10.0,6.0,3.0,3.0,3.0,3.0,0.0,31.0,41.0,-10.0,8.0,6.0,2.0,2.0,3.0,-1.0,101.0,74.0,27.0,10.0,10.0,0.0,55.0,64.0,-9.0,151.0,117.0,34.0,221.0,112.0,109.0,539.0,614.0,-75.0,638.0,574.0,64.0,2.0,4.0,-2.0,1233.0,1074.0,159.0,698.0,625.0,73.0,2.0,0.0,2.0,5.0,8.0,-3.0,4.0,5.0,-1.0,12558.0,15127.0,-2569.0,21.0,37.0,-16.0,3176.0,2622.0,554.0,1888.0,2312.0,-424.0,650.0,752.0,-102.0,149.0,172.0,-23.0,19776.0,22666.0,-2890.0,18.0,24.0,-6.0,6.0,3.0,3.0,334.0,367.0,-33.0,1.0,1.0,0.0,29.0,47.0,-18.0,14.0,11.0,3.0,2017-2018,Burnley,West Ham United,D
12.0,30.0,-18.0,21.0,5.0,16.0,50.0,85.0,-35.0,77.0,72.0,5.0,0.0,0.0,0.0,439.0,580.0,-141.0,138.0,204.0,-66.0,8.0,17.0,-9.0,13.0,8.0,5.0,4.0,2.0,2.0,0.0,3.0,-3.0,48.0,73.0,-25.0,2.0,12.0,-10.0,0.0,7.0,-7.0,55.0,64.0,-9.0,7.0,16.0,-9.0,63.0,33.0,30.0,108.0,69.0,39.0,125.0,78.0,47.0,553.0,510.0,43.0,699.0,652.0,47.0,4.0,0.0,4.0,1022.0,839.0,183.0,557.0,500.0,57.0,0.0,1.0,-1.0,2.0,2.0,0.0,2.0,2.0,0.0,13542.0,20125.0,-6583.0,20.0,103.0,-83.0,2729.0,2399.0,330.0,2108.0,2967.0,-859.0,872.0,688.0,184.0,203.0,218.0,-15.0,21533.0,27658.0,-6125.0,27.0,32.0,-5.0,7.0,3.0,4.0,496.0,436.0,60.0,0.0,0.0,0.0,56.0,38.0,18.0,12.0,18.0,-6.0,2017-2018,Crystal Palace,Chelsea,H
23.0,11.0,12.0,6.0,16.0,-10.0,80.0,41.0,39.0,71.0,70.0,1.0,4.0,2.0,2.0,633.0,425.0,208.0,216.0,137.0,79.0,20.0,14.0,6.0,8.0,7.0,1.0,7.0,4.0,3.0,2.0,2.0,0.0,73.0,36.0,37.0,7.0,5.0,2.0,6.0,0.0,6.0,89.0,85.0,4.0,12.0,11.0,1.0,39.0,56.0,-17.0,64.0,127.0,-63.0,66.0,159.0,-93.0,504.0,497.0,7.0,643.0,666.0,-23.0,0.0,3.0,-3.0,905.0,1009.0,-104.0,544.0,505.0,39.0,1.0,5.0,-4.0,5.0,3.0,2.0,2.0,1.0,1.0,22706.0,14558.0,8148.0,124.0,54.0,70.0,1997.0,2507.0,-510.0,3534.0,2170.0,1364.0,801.0,718.0,83.0,280.0,188.0,92.0,30363.0,22087.0,8276.0,48.0,41.0,7.0,4.0,5.0,-1.0,465.0,415.0,50.0,2.0,1.0,1.0,26.0,40.0,-14.0,20.0,23.0,-3.0,2017-2018,Manchester City,Stoke City,H
12.0,0.0,12.0,21.0,0.0,21.0,45.0,0.0,45.0,56.0,0.0,56.0,0.0,0.0,0.0,405.0,0.0,405.0,145.0,0.0,145.0,10.0,0.0,10.0,15.0,0.0,15.0,3.0,0.0,3.0,2.0,0.0,2.0,40.0,0.0,40.0,5.0,0.0,5.0,1.0,0.0,1.0,49.0,0.0,49.0,8.0,0.0,8.0,70.0,0.0,70.0,121.0,0.0,121.0,136.0,0.0,136.0,459.0,0.0,459.0,635.0,0.0,635.0,1.0,0.0,1.0,1037.0,0.0,1037.0,539.0,0.0,539.0,5.0,0.0,5.0,9.0,0.0,9.0,6.0,0.0,6.0,16131.0,0.0,16131.0,15.0,0.0,15.0,2579.0,0.0,2579.0,2495.0,0.0,2495.0,864.0,0.0,864.0,196.0,0.0,196.0,23728.0,0.0,23728.0,25.0,0.0,25.0,2.0,0.0,2.0,446.0,0.0,446.0,1.0,0.0,1.0,72.0,0.0,72.0,16.0,0.0,16.0,2017-2018,Swansea City,Huddersfield Town,H
26.0,12.0,14.0,4.0,16.0,-12.0,86.0,55.0,31.0,62.0,52.0,10.0,0.0,3.0,-3.0,669.0,452.0,217.0,257.0,160.0,97.0,22.0,19.0,3.0,10.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,74.0,51.0,23.0,12.0,5.0,7.0,3.0,2.0,1.0,74.0,53.0,21.0,17.0,10.0,7.0,26.0,67.0,-41.0,85.0,123.0,-38.0,99.0,150.0,-51.0,314.0,460.0,-146.0,661.0,604.0,57.0,1.0,1.0,0.0,1003.0,1092.0,-89.0,526.0,616.0,-90.0,1.0,5.0,-4.0,2.0,5.0,-3.0,2.0,2.0,0.0,20150.0,17152.0,2998.0,45.0,51.0,-6.0,2662.0,2461.0,201.0,3130.0,2651.0,479.0,761.0,628.0,133.0,273.0,193.0,80.0,28150.0,24801.0,3349.0,41.0,31.0,10.0,1.0,4.0,-3.0,484.0,439.0,45.0,0.0,2.0,-2.0,21.0,36.0,-15.0,11.0,21.0,-10.0,2017-2018,Tottenham Hotspur,AFC Bournemouth,H
11.0,23.0,-12.0,20.0,9.0,11.0,40.0,77.0,-37.0,84.0,68.0,16.0,5.0,3.0,2.0,422.0,566.0,-144.0,143.0,201.0,-58.0,7.0,17.0,-10.0,9.0,17.0,-8.0,3.0,4.0,-1.0,0.0,2.0,-2.0,36.0,70.0,-34.0,4.0,7.0,-3.0,0.0,2.0,-2.0,61.0,95.0,-34.0,7.0,13.0,-6.0,68.0,44.0,24.0,121.0,124.0,-3.0,140.0,95.0,45.0,512.0,536.0,-24.0,618.0,673.0,-55.0,0.0,5.0,-5.0,1016.0,838.0,178.0,494.0,484.0,10.0,2.0,1.0,1.0,4.0,10.0,-6.0,3.0,10.0,-7.0,14049.0,21394.0,-7345.0,22.0,129.0,-107.0,2600.0,1979.0,621.0,2200.0,2835.0,-635.0,686.0,697.0,-11.0,164.0,227.0,-63.0,21547.0,28931.0,-7384.0,25.0,41.0,-16.0,3.0,1.0,2.0,390.0,465.0,-75.0,1.0,0.0,1.0,53.0,36.0,17.0,35.0,10.0,25.0,2017-2018,Watford,Arsenal,H
0.0,17.0,-17.0,0.0,11.0,-11.0,0.0,62.0,-62.0,0.0,72.0,-72.0,0.0,2.0,-2.0,0.0,502.0,-502.0,0.0,191.0,-191.0,0.0,12.0,-12.0,0.0,13.0,-13.0,0.0,3.0,-3.0,0.0,2.0,-2.0,0.0,59.0,-59.0,0.0,3.0,-3.0,0.0,2.0,-2.0,0.0,82.0,-82.0,0.0,13.0,-13.0,0.0,44.0,-44.0,0.0,96.0,-96.0,0.0,149.0,-149.0,0.0,461.0,-461.0,0.0,712.0,-712.0,0.0,6.0,-6.0,0.0,1118.0,-1118.0,0.0,628.0,-628.0,0.0,1.0,-1.0,0.0,6.0,-6.0,0.0,3.0,-3.0,0.0,17586.0,-17586.0,0.0,38.0,-38.0,0.0,2968.0,-2968.0,0.0,2744.0,-2744.0,0.0,767.0,-767.0,0.0,196.0,-196.0,0.0,25309.0,-25309.0,0.0,28.0,-28.0,0.0,9.0,-9.0,0.0,469.0,-469.0,0.0,2.0,-2.0,0.0,56.0,-56.0,0.0,19.0,-19.0,2017-2018,Brighton and Hove Albion,Everton,D
12.0,0.0,12.0,16.0,0.0,16.0,41.0,0.0,41.0,59.0,0.0,59.0,2.0,0.0,2.0,550.0,0.0,550.0,179.0,0.0,179.0,12.0,0.0,12.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,37.0,0.0,37.0,4.0,0.0,4.0,0.0,0.0,0.0,73.0,0.0,73.0,14.0,0.0,14.0,48.0,0.0,48.0,76.0,0.0,76.0,128.0,0.0,128.0,514.0,0.0,514.0,675.0,0.0,675.0,1.0,0.0,1.0,914.0,0.0,914.0,505.0,0.0,505.0,1.0,0.0,1.0,9.0,0.0,9.0,6.0,0.0,6.0,18245.0,0.0,18245.0,57.0,0.0,57.0,2336.0,0.0,2336.0,2784.0,0.0,2784.0,947.0,0.0,947.0,198.0,0.0,198.0,25881.0,0.0,25881.0,34.0,0.0,34.0,4.0,0.0,4.0,455.0,0.0,455.0,1.0,0.0,1.0,26.0,0.0,26.0,12.0,0.0,12.0,2017-2018,Southampton,Newcastle United,D
12.0,12.0,0.0,18.0,17.0,1.0,48.0,43.0,5.0,72.0,80.0,-8.0,1.0,0.0,1.0,433.0,399.0,34.0,145.0,123.0,22.0,8.0,11.0,-3.0,10.0,16.0,-6.0,4.0,1.0,3.0,1.0,1.0,0.0,39.0,37.0,2.0,9.0,6.0,3.0,4.0,3.0,1.0,65.0,59.0,6.0,9.0,6.0,3.0,63.0,51.0,12.0,131.0,116.0,15.0,141.0,150.0,-9.0,538.0,537.0,1.0,677.0,605.0,72.0,3.0,0.0,3.0,1025.0,999.0,26.0,567.0,577.0,-10.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,13671.0,11825.0,1846.0,25.0,37.0,-12.0,2792.0,2653.0,139.0,1916.0,1798.0,118.0,731.0,766.0,-35.0,197.0,159.0,38.0,21051.0,19042.0,2009.0,29.0,24.0,5.0,2.0,3.0,-1.0,310.0,445.0,-135.0,0.0,0.0,0.0,45.0,53.0,-8.0,16.0,10.0,6.0,2017-2018,Leicester City,West Bromwich Albion,D
12.0,0.0,12.0,17.0,0.0,17.0,47.0,0.0,47.0,78.0,0.0,78.0,5.0,0.0,5.0,499.0,0.0,499.0,138.0,0.0,138.0,14.0,0.0,14.0,14.0,0.0,14.0,3.0,0.0,3.0,3.0,0.0,3.0,41.0,0.0,41.0,6.0,0.0,6.0,3.0,0.0,3.0,74.0,0.0,74.0,10.0,0.0,10.0,64.0,0.0,64.0,117.0,0.0,117.0,112.0,0.0,112.0,614.0,0.0,614.0,574.0,0.0,574.0,4.0,0.0,4.0,1074.0,0.0,1074.0,625.0,0.0,625.0,0.0,0.0,0.0,8.0,0.0,8.0,5.0,0.0,5.0,15127.0,0.0,15127.0,37.0,0.0,37.0,2622.0,0.0,2622.0,2312.0,0.0,2312.0,752.0,0.0,752.0,172.0,0.0,172.0,22666.0,0.0,22666.0,24.0,0.0,24.0,3.0,0.0,3.0,367.0,0.0,367.0,1.0,0.0,1.0,47.0,0.0,47.0,11.0,0.0,11.0,2017-2018,West Ham United,Brighton and Hove Albion,A
30.0,11.0,19.0,5.0,20.0,-15.0,85.0,40.0,45.0,72.0,84.0,-12.0,0.0,5.0,-5.0,580.0,422.0,158.0,204.0,143.0,61.0,17.0,7.0,10.0,8.0,9.0,-1.0,2.0,3.0,-1.0,3.0,0.0,3.0,73.0,36.0,37.0,12.0,4.0,8.0,7.0,0.0,7.0,64.0,61.0,3.0,16.0,7.0,9.0,33.0,68.0,-35.0,69.0,121.0,-52.0,78.0,140.0,-62.0,510.0,512.0,-2.0,652.0,618.0,34.0,0.0,0.0,0.0,839.0,1016.0,-177.0,500.0,494.0,6.0,1.0,2.0,-1.0,2.0,4.0,-2.0,2.0,3.0,-1.0,20125.0,14049.0,6076.0,103.0,22.0,81.0,2399.0,2600.0,-201.0,2967.0,2200.0,767.0,688.0,686.0,2.0,218.0,164.0,54.0,27658.0,21547.0,6111.0,32.0,25.0,7.0,3.0,3.0,0.0,436.0,390.0,46.0,0.0,1.0,-1.0,38.0,53.0,-15.0,18.0,35.0,-17.0,2017-2018,Chelsea,Watford,H
0.0,18.0,-18.0,0.0,5.0,-5.0,0.0,54.0,-54.0,0.0,78.0,-78.0,0.0,2.0,-2.0,0.0,591.0,-591.0,0.0,210.0,-210.0,0.0,19.0,-19.0,0.0,9.0,-9.0,0.0,3.0,-3.0,0.0,1.0,-1.0,0.0,47.0,-47.0,0.0,7.0,-7.0,0.0,5.0,-5.0,0.0,99.0,-99.0,0.0,17.0,-17.0,0.0,29.0,-29.0,0.0,85.0,-85.0,0.0,99.0,-99.0,0.0,584.0,-584.0,0.0,690.0,-690.0,0.0,4.0,-4.0,0.0,1112.0,-1112.0,0.0,580.0,-580.0,0.0,1.0,-1.0,0.0,5.0,-5.0,0.0,4.0,-4.0,0.0,20245.0,-20245.0,0.0,99.0,-99.0,0.0,2424.0,-2424.0,0.0,3177.0,-3177.0,0.0,848.0,-848.0,0.0,217.0,-217.0,0.0,28119.0,-28119.0,0.0,50.0,-50.0,0.0,1.0,-1.0,0.0,389.0,-389.0,0.0,1.0,-1.0,0.0,32.0,-32.0,0.0,4.0,-4.0,2017-2018,Huddersfield Town,Manchester United,H
23.0,11.0,12.0,6.0,20.0,-14.0,80.0,39.0,41.0,71.0,65.0,6.0,4.0,2.0,2.0,633.0,391.0,242.0,216.0,120.0,96.0,20.0,5.0,15.0,8.0,4.0,4.0,7.0,6.0,1.0,2.0,3.0,-1.0,73.0,31.0,42.0,7.0,8.0,-1.0,6.0,2.0,4.0,89.0,101.0,-12.0,12.0,10.0,2.0,39.0,55.0,-16.0,64.0,151.0,-87.0,66.0,221.0,-155.0,504.0,539.0,-35.0,643.0,638.0,5.0,0.0,2.0,-2.0,905.0,1233.0,-328.0,544.0,698.0,-154.0,1.0,2.0,-1.0,5.0,5.0,0.0,2.0,4.0,-2.0,22706.0,12558.0,10148.0,124.0,21.0,103.0,1997.0,3176.0,-1179.0,3534.0,1888.0,1646.0,801.0,650.0,151.0,280.0,149.0,131.0,30363.0,19776.0,10587.0,48.0,18.0,30.0,4.0,6.0,-2.0,465.0,334.0,131.0,2.0,1.0,1.0,26.0,29.0,-3.0,20.0,14.0,6.0,2017-2018,Manchester City,Burnley,H
0.0,12.0,-12.0,0.0,21.0,-21.0,0.0,50.0,-50.0,0.0,77.0,-77.0,0.0,0.0,0.0,0.0,439.0,-439.0,0.0,138.0,-138.0,0.0,8.0,-8.0,0.0,13.0,-13.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,48.0,-48.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,55.0,-55.0,0.0,7.0,-7.0,0.0,63.0,-63.0,0.0,108.0,-108.0,0.0,125.0,-125.0,0.0,553.0,-553.0,0.0,699.0,-699.0,0.0,4.0,-4.0,0.0,1022.0,-1022.0,0.0,557.0,-557.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,2.0,-2.0,0.0,13542.0,-13542.0,0.0,20.0,-20.0,0.0,2729.0,-2729.0,0.0,2108.0,-2108.0,0.0,872.0,-872.0,0.0,203.0,-203.0,0.0,21533.0,-21533.0,0.0,27.0,-27.0,0.0,7.0,-7.0,0.0,496.0,-496.0,0.0,0.0,0.0,0.0,56.0,-56.0,0.0,12.0,-12.0,2017-2018,Newcastle United,Crystal Palace,H
11.0,12.0,-1.0,16.0,16.0,0.0,41.0,55.0,-14.0,70.0,52.0,18.0,2.0,3.0,-1.0,425.0,452.0,-27.0,137.0,160.0,-23.0,14.0,19.0,-5.0,7.0,5.0,2.0,4.0,7.0,-3.0,2.0,0.0,2.0,36.0,51.0,-15.0,5.0,5.0,0.0,0.0,2.0,-2.0,85.0,53.0,32.0,11.0,10.0,1.0,56.0,67.0,-11.0,127.0,123.0,4.0,159.0,150.0,9.0,497.0,460.0,37.0,666.0,604.0,62.0,3.0,1.0,2.0,1009.0,1092.0,-83.0,505.0,616.0,-111.0,5.0,5.0,0.0,3.0,5.0,-2.0,1.0,2.0,-1.0,14558.0,17152.0,-2594.0,54.0,51.0,3.0,2507.0,2461.0,46.0,2170.0,2651.0,-481.0,718.0,628.0,90.0,188.0,193.0,-5.0,22087.0,24801.0,-2714.0,41.0,31.0,10.0,5.0,4.0,1.0,415.0,439.0,-24.0,1.0,2.0,-1.0,40.0,36.0,4.0,23.0,21.0,2.0,2017-2018,Stoke City,AFC Bournemouth,A
12.0,12.0,0.0,21.0,18.0,3.0,45.0,48.0,-3.0,56.0,72.0,-16.0,0.0,1.0,-1.0,405.0,433.0,-28.0,145.0,145.0,0.0,10.0,8.0,2.0,15.0,10.0,5.0,3.0,4.0,-1.0,2.0,1.0,1.0,40.0,39.0,1.0,5.0,9.0,-4.0,1.0,4.0,-3.0,49.0,65.0,-16.0,8.0,9.0,-1.0,70.0,63.0,7.0,121.0,131.0,-10.0,136.0,141.0,-5.0,459.0,538.0,-79.0,635.0,677.0,-42.0,1.0,3.0,-2.0,1037.0,1025.0,12.0,539.0,567.0,-28.0,5.0,2.0,3.0,9.0,4.0,5.0,6.0,4.0,2.0,16131.0,13671.0,2460.0,15.0,25.0,-10.0,2579.0,2792.0,-213.0,2495.0,1916.0,579.0,864.0,731.0,133.0,196.0,197.0,-1.0,23728.0,21051.0,2677.0,25.0,29.0,-4.0,2.0,2.0,0.0,446.0,310.0,136.0,1.0,0.0,1.0,72.0,45.0,27.0,16.0,16.0,0.0,2017-2018,Swansea City,Leicester City,A
12.0,12.0,0.0,16.0,17.0,-1.0,41.0,43.0,-2.0,59.0,80.0,-21.0,2.0,0.0,2.0,550.0,399.0,151.0,179.0,123.0,56.0,12.0,11.0,1.0,4.0,16.0,-12.0,3.0,1.0,2.0,0.0,1.0,-1.0,37.0,37.0,0.0,4.0,6.0,-2.0,0.0,3.0,-3.0,73.0,59.0,14.0,14.0,6.0,8.0,48.0,51.0,-3.0,76.0,116.0,-40.0,128.0,150.0,-22.0,514.0,537.0,-23.0,675.0,605.0,70.0,1.0,0.0,1.0,914.0,999.0,-85.0,505.0,577.0,-72.0,1.0,1.0,0.0,9.0,3.0,6.0,6.0,3.0,3.0,18245.0,11825.0,6420.0,57.0,37.0,20.0,2336.0,2653.0,-317.0,2784.0,1798.0,986.0,947.0,766.0,181.0,198.0,159.0,39.0,25881.0,19042.0,6839.0,34.0,24.0,10.0,4.0,3.0,1.0,455.0,445.0,10.0,1.0,0.0,1.0,26.0,53.0,-27.0,12.0,10.0,2.0,2017-2018,Southampton,West Bromwich Albion,H
17.0,23.0,-6.0,11.0,9.0,2.0,62.0,77.0,-15.0,72.0,68.0,4.0,2.0,3.0,-1.0,502.0,566.0,-64.0,191.0,201.0,-10.0,12.0,17.0,-5.0,13.0,17.0,-4.0,3.0,4.0,-1.0,2.0,2.0,0.0,59.0,70.0,-11.0,3.0,7.0,-4.0,2.0,2.0,0.0,82.0,95.0,-13.0,13.0,13.0,0.0,44.0,44.0,0.0,96.0,124.0,-28.0,149.0,95.0,54.0,461.0,536.0,-75.0,712.0,673.0,39.0,6.0,5.0,1.0,1118.0,838.0,280.0,628.0,484.0,144.0,1.0,1.0,0.0,6.0,10.0,-4.0,3.0,10.0,-7.0,17586.0,21394.0,-3808.0,38.0,129.0,-91.0,2968.0,1979.0,989.0,2744.0,2835.0,-91.0,767.0,697.0,70.0,196.0,227.0,-31.0,25309.0,28931.0,-3622.0,28.0,41.0,-13.0,9.0,1.0,8.0,469.0,465.0,4.0,2.0,0.0,2.0,56.0,36.0,20.0,19.0,10.0,9.0,2017-2018,Everton,Arsenal,A
