home_team,away_team,season,prob_home,prob_draw,prob_away
Middlesbrough,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Middlesbrough,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Reading,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Everton,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Watford,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
West Ham United,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Aston Villa,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Manchester City,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Newcastle United,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Sheffield United,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Wigan Athletic,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Charlton Athletic,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Watford,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Fulham,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Watford,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Manchester City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Newcastle United,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Sheffield United,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Wigan Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Charlton Athletic,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Fulham,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Sunderland,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Birmingham City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Derby County,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Stoke City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Hull City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,West Bromwich Albion,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Wolverhampton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Burnley,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Blackpool,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Norwich City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Swansea City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Queens Park Rangers,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Southampton,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Crystal Palace,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Cardiff City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,Leicester City,2017-2018,0.43658036,0.27725303,0.2861666
Watford,AFC Bournemouth,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Manchester United,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Chelsea,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Liverpool,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Arsenal,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Tottenham Hotspur,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Bolton Wanderers,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Reading,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Blackburn Rovers,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Everton,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Portsmouth,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Middlesbrough,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,West Ham United,2017-2018,0.43658036,0.27725303,0.2861666
Sunderland,Aston Villa,2017-2018,0.43658036,0.27725303,0.2861666
